,title,views
86,"""대항해시대 2 | 제12화 프레스터 존 왕국의 진실""",0
87,"""어우 듣기좋아~ 중독적인 CM송 월드컵""",1
88,"""G식백과 김성회 님 트로피 제작 & 수여식""",0
89,"""2021 침투부상 트로피 직접 만들기""",0
90,"""'양자역학' 특강 | 제2부 파동 침착맨과 입자 침착맨""",1
91,"""침착맨이라 만만치 않은 피규어 조립하기""",0
92,"""빠지면 뭔가 서운해! 홍철 없는 홍철팀 만화 월드컵""",0
93,"""브랜드가 될 뻔한 침착맨""",0
94,"""쏘영마미에게 선물할 명품백 쇼핑""",0
95,"""금연 23일차에 하는 담배 월드컵""",1
96,"""내가 위험할 때 나를 지켜줄 동물 월드컵""",1
97,"""단, 한 명의 마피아를 찾아라 (배도라지 마피아)""",0
98,"""여행 유튜버, 좋좋소 감독 빠니보틀 초대석""",1
99,"""원래는 안 하려고 그랬는데 너네들 때문에 그러는 거야""",1
100,"""생로병건의 비밀 ~중독에 관하여~""",1
101,"""매력있는 침착맨이 잘못한 거네? (히오스 대회 지고 나서)""",0
102,"""💜BTS brought me here💜""",1
103,"""【식욕감퇴 먹방】 햄버거 들고 방문한 쏘영마미 (가짜뉴스 주의)""",1
104,"""눈 감고 탄산음료 6종 알아맞히기""",1
105,"""여행 유튜버 빠니보틀 & 곽튜브 초대석""",1
106,"""갑옷섬에서 찾은 뼈치킨""",0
107,"""현실에서는 하기 힘든 애니 속 행동 월드컵""",1
108,"""국밥 사 먹을 바에 뜨끈한 콩고기 들어간 왕뚜껑 먹지 【다이어트 먹방】""",0
109,"""치킨에 감자튀김을 코팅하면? 별로 맛있는 포테킹""",1
110,"""【침터뷰/마인드C 편】 3부 - 사랑꾼인가 관종인가""",0
111,"""【다이어트 먹방 - 침X펄X풍】 아기, 나무위키 그리고 맥도날드""",0
112,"""수요 없는 공급""",1
113,"""시청자 패션 훈수하기""",0
114,"""최고의 드래곤볼 캐릭터는? 드래곤볼Z 월드컵""",1
115,"""소통하는 참 스트리머""",0
116,"""주호민 머리 면도하기, 침착맨 수염 면도하기 대공개 (with 도루코)""",0
117,"""미친너구리섬 (with 2수자) - 모여봐요 동물의 숲 1화""",0
118,"""롯데월드 부산 구경""",1
119,"""원피스 '밀짚모자 일당' NEW 구조조정안""",1
120,"""【침펄풍】 와우산 미세먼지 체험기""",0
121,"""무능한 임포스터들 (AMONG US)""",0
122,"""매력있는 악역/악당 월드컵""",1
123,"""주변에서 만날 수 있는 고대 이집트 2편""",1
124,"""이젠 공성도 비스포크로""",1
125,"""슈퍼카 쇼핑""",1
126,"""침착맨 살려야한다! 보약 긴급투입 | 침착맨 vs 김기열 04.26 | §전장 으깨기 리그§""",0
127,"""【침펄풍 | 식욕감퇴 먹방】 평균나이 39세,  우리 동년배들 이렇게 생일축하합니다""",0
128,"""21세기 한국 영화 월드컵""",1
129,"""시청자가 알려주는 탁구 설명회""",1
130,"""【메이플스토리】 '멀쎄대쓰벤츠'의 인내의 숲 탐험""",0
131,"""삼국지14: 공손찬전 - 9화 하북의 지배자 공손찬""",0
132,"""【왕날편】 19/08/22 납량특집 공포사연 14선""",0
133,"""침착맨 팬아트 감상회""",0
134,"""몸에 좋은 담배 '배담'과 '낭심이격빤스'""",1
135,"""그냥 꼬꼬면과 유통기한 3개월 지난 속찬라면""",0
136,"""카레 먹방과 주식 근황""",0
137,"""맵크나이트의 킹뚜껑 2차 도전""",0
138,"""G80으로 부산까지""",0
139,"""그렇게 아버지가 된다""",1
140,"""안 걸어서 세계속으로""",0
141,"""라면계의 평양냉면""",1
142,"""【침착맨X매직박】 소닉 낙법으로 의자 조립하기""",0
143,"""만학도 김풍을 위한 전장 입문 강좌""",0
144,"""1000만원짜리 의자""",1
145,"""인천 설명회""",1
146,"""【Poker】 제2회 배도라지 ♥포커♠ 친목회 #2""",0
147,"""침착맨 귓구멍 뚫는 날, 가수 Hynn 박혜원 초대석""",0
148,"""자식 이기는 부모가 있다?!""",1
149,"""하남자식으로 협상하는 게임""",0
150,"""김풍 & 침착맨 '깡' 벌칙""",0
151,"""궁극적 인 야생 동물 도전이다 【야생동물 스포츠의 날】""",0
152,"""월드컵 속의 월드컵, 무엇이 더 고르기 힘들까? 황금 밸런스 월드컵""",1
153,"""침펄철 | 포더킹: 왕을 위하여 2화""",0
154,"""쓸데없는 재주 자랑 공모전""",1
155,"""내 얼굴 그대로 무협 MMORPG를 즐긴다면? 【검은달】""",0
156,"""침&펄 M/V - 그건 아마 우리의 잘못은 아닐거야""",1
157,"""침착곤충기 - 효열문 개미아파트 (+몰래 온 손님)""",0
158,"""돌아온 고마운 최고민수""",1
159,"""대항해시대 2 | 제10화 보이는 건 전부 약탈하자""",0
160,"""어린이날 아빠와 놀아주는 딸이 있다?!""",0
161,"""【침터뷰/슈카 편】 2부 - 주식투자는 안해도 되지만 투자는 해야한다""",1
162,"""나만의 특이한 물건 자랑하기""",1
163,"""'호민과 재환' 전시회 둘러보기""",0
164,"""외우기 쉬운 포켓몬(Pokémon) 상성 설명회""",0
165,"""계속 보니 정드는 못생긴 자동차 월드컵""",1
166,"""일일DJ 김풍의 세계 최강 괴식 월드컵""",1
167,"""함께 먹으면 더 맛있는 부대찌개""",1
168,"""끝나지 않는 최고민수 선생님의 참교육""",0
169,"""다시 해보는 최악의 연애 기념일 선물 월드컵""",0
170,"""질병관리본부 손씻기 릴레이""",0
171,"""나는 왜 또 다시 지각을 하였는가? (+주호민 평전)""",0
172,"""【침&펄】 같이 여행가기 싫은 사람 월드컵""",1
173,"""뽀뽀누나 박선영 & 방버지 배성재 초대석""",1
174,"""【침펄풍】폐급맨, 마리오파티에서도 가동된 존못핵""",0
175,"""일이 손에 안 잡히는 전무님""",1
176,"""상업유튜버""",1
177,"""파주 닭국수와 요즘 본 것들""",0
178,"""원피스 캐릭터 싸움 실력 서열 정하기""",1
179,"""【쏘영실험실】 소금물을 마실 수 있는 물로 만들 수 있을까?""",0
180,"""세 명인데 피자 한 판만 시켜버림""",1
181,"""적과 한 팀이 되면 일어나는 일""",1
182,"""김풍 작가님 작업실 인테리어 살펴보기""",0
183,"""'유사과학' 특강 | 제1부 유사과학에 관한 몸풀기 퀴즈""",1
184,"""카톡 고백 월드컵""",1
185,"""걸리기 싫은 질병 월드컵""",1
186,"""침펄철 | 포더킹: 왕을 위하여 2화""",0
187,"""【마구마구리마스터】 알파고와 호돈신이 대결을 신청해왔다!""",0
188,"""만학도 김풍을 위한 전장 입문 강좌""",0
189,"""'히어로의 과학' 특강 | 제2부 하루종일 설명할 수도 있어""",1
190,"""쌍베 인간 선언문 (쌍베 vs 백설양 상식퀴즈 대결)""",1
191,"""신개념 사업 구상: 가루 삼겹살""",1
192,"""前 CJ 블레이즈 서포터, 現 TSM 코치 러스트보이 랜선 침터뷰""",0
193,"""nan""",0
194,"""가장 열받는 주호민 월드컵""",1
195,"""소소하게 싸움나는 음식 먹는 방법 월드컵""",1
196,"""저 멀리 김포에서 음향 고치러 오신 승우아빠 (+스트리머 얼굴 그리기)""",1
197,"""상황에 따라 더 맛있는 음식 월드컵""",1
198,"""시청자 방 훈수하기""",1
199,"""대항해시대 4 | 제24화 동아시아의 패자""",0
200,"""최악의 음식 조합 월드컵""",1
201,"""던 모로에서 부화한 작은 악마들 - 침펄놈의 대모험 1화""",0
202,"""버섯(Mushroom)을 알아보자""",0
203,"""천하제일 핵노맛 채소 월드컵""",1
204,"""어느 것이 더 검색 됐을까?""",1
205,"""귤 국밥""",0
206,"""가장 아름다운 로고 월드컵""",1
207,"""금착맨의 골드 자부심""",1
208,"""MBC 예능 ""침착한 주말"" 타이틀 로고 그리기""",0
209,"""브랜드가 될 뻔한 침착맨""",0
210,"""이게 왜 진짜? 월드컵""",1
211,"""이름 대충 지은 포켓몬 (작명까지 해주기) 월드컵""",1
212,"""주변에서 만날 수 있는 고대 이집트 1편""",0
213,"""'로켓 과학' 특강 | 제1부 비둘기부터 로켓까지""",1
214,"""주호민 작가님과 식사 중 각종 잡담""",1
215,"""무능한 임포스터들 (AMONG US)""",0
216,"""켄타우로스에 관한 고찰""",1
217,"""끓여먹는 콜드브루 커피""",1
218,"""뜨끈하고 든든한 국밥 월드컵""",1
219,"""우리집 애완동물 자랑하기""",1
220,"""김성모 유니버스 명장면 월드컵 64계단이다?""",0
221,"""금연이 방송에 미치는 도르""",1
222,"""【모바일 한게임 섯다】 신규 업데이트 '토너먼트' 정복하기""",0
223,"""요트 쇼핑""",1
224,"""삼국지14: 공손찬전 - 10화(完) 천하의 지배자 공손찬""",0
225,"""파랜드 택틱스 | 제19화 맹세""",0
226,"""택배 까면서 타로카드 점 보기""",1
227,"""멀리서 보면 희극 가까이서 봐도 희극""",0
228,"""원펀데이 간접체험 게임""",0
229,"""패티가 4장, 혈관 파괴 버거킹 스태커4 먹방""",1
230,"""'로켓 과학' 특강 | 제2부 NASA와 VSVN""",1
231,"""너 치료된 거야""",1
232,"""만우절 특집 네이버 웹툰 썸네일 월드컵""",0
233,"""포르쉐 쇼핑""",1
234,"""포켓몬 괴담과 검은 닌텐도""",1
235,"""대항해시대 4 | 제25화 해적의 사연""",0
236,"""기안과 미니스톱 넓적다리""",1
237,"""듄 (Dune, 2021) 감상회 (with 주호민)""",1
238,"""침착맨식 유튜브 운영법""",0
239,"""드래곤볼(Dragon Ball) 설명회""",1
240,"""대항해시대 4 | 제4화 아프리카로""",0
241,"""침착맨 노래방 | '몽환의 숲' 외 8곡""",0
242,"""침착맨이 알려주는 고사성어""",0
243,"""김풍의 작업하기 싫은 날""",0
244,"""드래곤볼Z 답답한 사람 월드컵""",1
245,"""새우 꼬다리가 플라스틱이라고요? (with 뱃사공)""",0
246,"""【왕날편】 20/01/30 사생팬의 반대말은 사생스타""",0
247,"""가장 호감인 삼국지 장수는?""",0
248,"""【침&펄】 김풍 작가님 결혼식 후기 & 토크""",0
249,"""침vs펄 「4.1대첩」 전장 2차전 (5판3선승 대결)""",0
250,"""침수의 돈까스 도시락 먹방 (in 지스타)""",0
251,"""맵부심에 관하여""",0
252,"""명품시계 쇼핑""",1
253,"""식욕을 떨어뜨려 밥을 지키는 밥경찰 반찬 월드컵 (with 진용진)""",0
254,"""대학원 다니는 부엉이""",1
255,"""맞기 싫은 몽둥이 월드컵""",1
256,"""김치찌개는 원래 하얗다""",1
257,"""나르시시스트에게 복수하는 법""",0
258,"""【침&펄 디아블로3 하드코어 대작전】 4막 - 대악마""",0
259,"""살면서 무조건 듣게 되는 소리""",1
260,"""0%의 선택""",0
261,"""줄구룹 사탕급양관 침착놈 & 저 못들어갔어요 주펄놈, 폐급레이드 - 침펄놈의 대모험 21화""",0
262,"""【다이어트 먹방 - 침X펄X풍】 곤란한 질문 이야기와 초밥""",0
263,"""AOMG 박재범 & DJ Wegun 초대석""",0
264,"""황당한 라이트 노벨 제목 월드컵 (※황당한 게 아니었다?!)""",1
265,"""'연애의 과학' 특강 | 제1부 몸풀기와 신규 코너""",1
266,"""맵부심에 관하여""",0
267,"""【침&펄】 김풍 작가님 결혼하는 날""",1
268,"""꼴찌는 가랑이 사이로 기어가기""",1
269,"""침착맨 삼국지 원소전""",1
270,"""전혀 몰라도 입문할 수 있는 침착맨 삼국지 4부""",1
271,"""【침&펄】 네이버 20주년 축전영상 찍기""",0
272,"""【하스스톤/투기장】 전사 10승 강의 #2""",0
273,"""안 해요 안 해""",0
274,"""세상에 문 vs 바퀴 뭐가 더 많을까?""",0
275,"""【옛날옛적에 - 침X펄X풍】 입 털어야 이기는 보드게임""",1
276,"""라면과 가장 잘 어울리는 짝꿍 월드컵""",1
277,"""이사한 새 스튜디오 공개 (웃음을 참지 못하는 병이 있어요)""",0
278,"""평균 나이 39.9세 아재들의 롤 잔치 | 7080 TSM""",0
279,"""침수의 돈까스 도시락 먹방 (in 지스타)""",0
280,"""【침터뷰/마인드C 편】 1부 - 웹툰작가를 시작한 이유""",0
281,"""배도라지 포트리스 - 옥냥아 제발 위치 바꾸는 거 쓰지마""",0
282,"""아빠들의 수다""",1
283,"""【침펄풍】 세상은 넓다! 가고 싶은 여행지 월드컵""",1
284,"""생로병건의 비밀 ~건강검진 후기~""",0
285,"""브랜드가 될 뻔한 침착맨""",0
286,"""【하스스톤/모험】 달라란 침공 3화 - 사냥꾼 늙은 들창눈 #2""",0
287,"""게임 속 가고 싶은 여행지 월드컵 (with 빠니보틀)""",0
288,"""추억의 e스포츠 선수들""",0
289,"""패티에 구멍 뚫린 치킨버거 먹방""",1
290,"""【침펄풍】 이제는 너무 뻔한 클리셰 월드컵""",1
291,"""인천에 상륙한 실제 미키마우스""",1
292,"""파랜드 택틱스 | 제2화 파국""",0
293,"""침착맨의 현재 몸 상태""",1
294,"""저가요 거위인데요""",0
295,"""무협지 사조삼부곡(射雕三部曲) 설명회""",1
296,"""독기 가득 충전해온 주호민""",1
297,"""끝나지 않는 합방""",0
298,"""역대 가장 사기였던 전장 영웅 월드컵""",0
299,"""【침터뷰/김성모 편】 1부 - 만신(漫神) 김성모의 근성론""",1
300,"""배달 온 지 30분 지난 쌀국수""",1
301,"""【왕날편】 19/08/26 청취자 연결 운세특집 '침착한 철학관'""",0
302,"""대항해시대 4 | 제17화 토마토 붐은 온다""",0
303,"""신비로운 생물 총출동! 환상의 동물 월드컵""",1
304,"""다양한 미신에 대해 알아보자""",0
305,"""일하면서 침투부 보면 안 되는 이유""",1
306,"""가장 맘에 드는 롤 챔피언 월드컵""",1
307,"""MBC 예능 ""침착한 주말"" 타이틀 로고 그리기""",0
308,"""【Cooking Simulator】 뒷목식당 ~왕십리 생선빌런~""",0
309,"""삼국지14: 공손찬전 - 8화 덤벼라! 마왕 조운""",0
310,"""침착맨 자낳대 참전, 새 친구를 찾아보자""",0
311,"""【메이플스토리】 '슈미의 동전' 정복하기 풀영상 (feat. 철면수심)""",1
312,"""주식 하나도 모르는 침착맨의 주식 이론""",1
313,"""집에 가고 싶은 사람""",0
314,"""세상 속 좁은 소인배 월드컵""",1
315,"""대항해시대 2 | 제4화 얘들아! 병건이가 팔 물건이 있대!""",0
316,"""【침X펄X풍】 김풍의 '옾 카페' 오픈을 앞두고 구석구석 탐방기""",0
317,"""영리메 - 05화 계교 전투 / 06화 북해 전투""",0
318,"""민트초코로 호들갑 떠는 게 싫다고 했던 사람""",1
319,"""집에서 간단하게 한 끼 때우기""",0
320,"""'무협의 과학' 특강 | 주변에서 찾아보는 무협의 과학""",1
321,"""편지는 누가 쓸까""",0
322,"""지맘대로 고르는 마블 캐릭터 월드컵""",1
323,"""【하스스톤/모험】 달라란 침공 3화 - 사냥꾼 늙은 들창눈 #2""",0
324,"""【침착맨X주호민】 이거 알면 아재""",1
325,"""옛날 익산 경양식당 '갈매못'을 추억하며""",0
326,"""김밥인가? 마리인가?""",1
327,"""60팩 이벤트, 침착맨의 전장 점수를 맞혀라!""",0
328,"""【하스스톤/모험】 달라란 침공 1화 - 마법사 라카니슈""",0
329,"""클리셰 짤 월드컵""",1
330,"""【먹어는 드립니다 시즌4】 맛없게 먹는 다섯 남자의 술먹방 토크쇼""",0
331,"""주호민이 다음생에 다시 태어나고 싶은 곤충 월드컵""",0
332,"""【다이어트 먹방】 만화가 이야기와 우삼겹 비빔밥""",0
333,"""애니 여자 캐릭터 움짤 월드컵 1024강""",1
334,"""이카리 신지처럼 행동하는 법""",1
335,"""【래트로폴리스】 침착쥐는 고양이들의 침략을 버틸 수 있을까?""",0
336,"""침&펄 청와대 구경하기""",1
337,"""【침&펄 디아블로3 하드코어 대작전】 4막 - 대악마""",0
338,"""쉽게 질리는 음식 월드컵 광탈한 보쌈 도시락""",0
339,"""지도와 함께 보는 서울(Seoul) 설명회""",1
340,"""원피스 캐릭터 총출동! 원피스 최강자 월드컵 256강""",1
341,"""오락실의 추억""",1
342,"""삼국지 if 월드컵""",1
343,"""【침&펄 | 식욕감퇴 먹방】 초밥 & 우동, 시력과 안경에 대하여""",1
344,"""명절에 늦게 온 통천""",1
345,"""쫄병 박정민 배우와 학창시절 이야기""",0
346,"""떡볶이로 식사가 될까?""",1
347,"""좀비사태 발생시 피신할 장소 월드컵""",1
348,"""【Poker】 제2회 배도라지 ♥포커♠ 친목회 #1""",0
349,"""셜록현준 교수님의 '도시의 발명' 특강""",1
350,"""한국 마술 공모전 월드컵: 뉴노멀 부문""",1
351,"""침착맨 삼국지 여포전""",1
352,"""침&펄의 써브웨이 로티세리 바비큐 치킨 심층분석""",1
353,"""에이전트 침&펄과 함께 원스맨 입단하기""",0
354,"""【잼잼마을 생활기】 이 중에 범인이 있어! 본격 마피아 게임""",0
355,"""인공지능 빅스비 설정하기""",0
356,"""갑옷섬에서 찾은 뼈치킨""",0
357,"""침착맨은 정말로 금연 중인가?""",1
358,"""치킨(Gallus gallus domesticus) 설명회""",1
359,"""【침&펄】 마블영화 모르면 아싸인가? & 불낙죽 【다이어트 먹방】""",0
360,"""쉽게 질리는 음식 월드컵""",1
361,"""침펄풍 연애특강""",1
362,"""G80으로 부산까지""",0
363,"""싸쏘 듀오의 닭곰탕 먹방""",1
364,"""어색한 모임에서 친해지는 법""",1
365,"""주호민 머리 면도하기, 침착맨 수염 면도하기 대공개 (with 도루코)""",0
366,"""보석털이 브이로그""",1
367,"""가장 인상 깊었던 침투부 인트로 월드컵""",0
368,"""괴상한 코믹스 캐릭터 월드컵""",1
369,"""【침&펄】 도전에 대한 이야기와 오코노미규타마동 【다이어트 먹방】""",0
370,"""결합하라""",0
371,"""쓸데없지만 신기한 사실 월드컵""",1
372,"""실버 솔랭에서 오더라는 것을 해봄""",1
373,"""왕쌍 김종수와 함께 하는 침갈량의 실버1 북벌(北伐)""",0
374,"""만보 걷기로 침착맨 뱃살 빼기 프로젝트""",0
375,"""과학으로 본 주호민의 재즈""",1
376,"""사람만한 감자칩을 선물 받다""",1
377,"""풍수지리 vs 별자리 vs 관상""",1
378,"""대항해시대 4 | 제1화 침 알고트 출항""",0
379,"""【식욕감퇴 먹방】 쏘영마미와 점심 햄버거""",1
380,"""황멍이와 침멍이""",0
381,"""블리자드 선물 받자마자 박살낸 침착맨""",0
382,"""MT의 시작, 준비해 온 콘텐츠 자랑하기""",0
383,"""삼국지 대체 역사 소설 월드컵""",1
384,"""싱글벙글 60人 사이버 운동회 - 폴 가이즈""",0
385,"""추운 날씨엔 장칼국수""",1
386,"""멸종 동물(滅種動物)을 알아보자""",1
387,"""만학도 김풍을 위한 전장 입문 강좌""",0
388,"""침착맨의 전당포: 구입한 중고 물품 개봉합니다""",1
389,"""전무아저씨와 도시락 먹으며 잡담""",1
390,"""【침&펄 영어특강】 알라딘 노래 부르면서 영어 완전 정복하기""",0
391,"""병건: 매벌이""",0
392,"""모험모드 8크툰, 크툰님 준비됐죠? 오께이~""",0
393,"""【왕날편】 19/12/27 ""연말특집"" 침착맨은 새삼 스스로가 대단하다고 느꼈다""",0
394,"""대항해시대 4 | 제6화 이렇게 된 이상 아프리카로 간다""",0
395,"""침펄인물사전 | 7장 조세호 편""",0
396,"""진짜 나와버린 철면수심 차돌짬뽕""",1
397,"""침착맨이 타고 다닐 자동차 쇼핑""",1
398,"""미연시의 탈을 쓴 다큐멘터리""",1
399,"""배성재 아나운서님과의 만찬""",1
400,"""자식 먹는 거만 봐도 배부른 아빠""",1
401,"""전장 도장깨기 「침착맨 vs 따효니」""",0
402,"""MT 게임 방통대작전""",0
403,"""침펄인물사전 | 1장 주우재 편""",1
404,"""너희 중에 돌을 던져라""",0
405,"""영종도 메뚜기나비 (자세하게)""",0
406,"""좀비사태 발생시 사용할 무기 월드컵""",1
407,"""인싸들 먹거리 탐구시간""",1
408,"""날클립을 알고 있니 (뇌절 多)""",1
409,"""세계의 특이한 법 월드컵""",1
410,"""찌질의 역사 작업이 끝난 전무님""",1
411,"""배성재 아나운서와 우리말 나들이 (+윷놀이 대전의 전말)""",0
412,"""G식백과 김성회 님 트로피 제작 & 수여식""",0
413,"""'연애의 과학' 특강 | 제2부 이성 간의 우정은 가능한가""",1
414,"""【왕날편】 19/12/11 스트레스 담는 통에 구멍 많이 뚫어놓기""",0
415,"""쏘영이의 생일 카드 만들기""",1
416,"""편식할 수 있는 용기""",1
417,"""해리포터 속 최고의 마법물건 이상형 월드컵""",1
418,"""미식축구와 럭비의 차이점이 뭐야?""",0
419,"""MBC 예능 ""침착한 주말"" 오프닝 그림 그리기 1부""",0
420,"""아빠손 볶음밥""",1
421,"""통닭천사의 돼지 파스타""",1
422,"""삼국지14: 공손찬전 - 8화 덤벼라! 마왕 조운""",0
423,"""오늘은 집에 가기 싫은 주호민 아저씨 (스팀게임 둘러보기)""",1
424,"""해주세요 (제로투 댄스, 어휘력 테스트, 구글 어스로 세계여행)""",1
425,"""【침X펄X풍 TRPG】 던전월드 6화 - 급식소 습격사건""",0
426,"""계속되는 토크와 야추다이스 대결""",1
427,"""가족과 다녀온 강릉 여행""",0
428,"""홍진호 본인이 설명해주는 홍진호 월드컵""",0
429,"""김치찜 먹방과 아저씨 이야기""",1
430,"""가장 괘씸한 음료수는? 호불호 음료 월드컵""",1
431,"""진짜 아빠를 찾아라!""",1
432,"""0.55도발 왜 하냐고""",0
433,"""통닭천사의 간장국수""",0
434,"""생방송은 어떻게 해야 할까""",0
435,"""실제 남매의 캐스퍼 견적 내기""",1
436,"""전 직장에 놀러가면 안 되는 이유""",0
437,"""음모론 & 미스터리 월드컵""",1
438,"""대항해시대 4 | 제28화 지도 벗기기""",0
439,"""【왕날편】 19/09/10 말을 할 때마다 포켓몬처럼 뒤에 언니""",0
440,"""세상에서 차돌짬뽕을 가장 좋아하는 사람""",1
441,"""전투기 쇼핑""",1
442,"""편식맨이 뽑은 최고의 음식조합 월드컵""",1
443,"""【침X펄이 간다!】 '신과함께 포스터' 직접배송 이벤트 개최""",0
444,"""주변에서 만날 수 있는 고대 이집트 3편""",1
445,"""침착맨은 드래곤볼을 얼마나 알고 있나? 드래곤볼Z 퀴즈""",0
446,"""캡틴 아메리카: 윈터 솔저 (Captain America: The Winter Soldier, 2014) 감상회""",0
447,"""영리메 - 05화 계교 전투 / 06화 북해 전투""",0
448,"""실제 남매가 알아본 남매 패고 싶은 순간 월드컵""",1
449,"""공포의 삼각함수송""",0
450,"""고기동 호민촌 주민 월드컵""",0
451,"""대항해시대 4 | 제7화 에반갤리온 출격""",0
452,"""끝없이 큰 것부터 가장 작은 것까지 비교하는 '우주의 규모'""",1
453,"""내가 산 스킨이 우리 문화유산 보호에""",0
454,"""케밥을 먹으며 다양한 잡담""",0
